
0,0
0.005,0.005
0.02,0.02
0.0427786,0.0427786
0.0661131,0.0661131
0.0894476,0.0894476
0.112782,0.112782
0.136117,0.136117
0.159451,0.159451
0.182786,0.182786
0.20612,0.20612
0.229455,0.229455
0.252789,0.252789
0.0918978,0.0928902
0.115281,0.116175
0.131524,0.130867
0.156066,0.150857
0.18138,0.16865
0.207467,0.184246
0.234326,0.197646
0.261958,0.208848
0.290362,0.217854
0.319538,0.224663
0.349487,0.229275
0.380208,0.23169
0.411701,0.231908
0.411701,0.231908
0.444475,0.228445
0.477292,0.224976
0.510109,0.221508
0.542927,0.21804
0.575744,0.214572
0.608561,0.211103
0.641378,0.207635
0.674196,0.204167
0.707013,0.200699
0.73983,0.19723
0.772647,0.193762
0.805465,0.190294
0.542927,0.21804
0.575744,0.214572
0.601193,0.213013
0.631595,0.213194
0.660387,0.215808
0.687569,0.220854
0.713141,0.228333
0.737103,0.238245
0.759454,0.250589
0.780196,0.265366
0.799328,0.282576
0.816849,0.302219
0.832761,0.324294
0.832761,0.324294
0.84987,0.351085
0.867631,0.378897
0.885392,0.40671
0.903154,0.434522
0.920915,0.462335
0.938676,0.490147
0.956438,0.51796
0.974199,0.545772
0.99196,0.573585
1.00972,0.601398
1.02748,0.62921
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
1.04524,0.657023
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.704081,0.467351
0.708952,0.472351
0.723568,0.487351
0.745954,0.510325
0.768984,0.533961
0.792013,0.557596
0.777932,0.572668
0.792547,0.587668
0.814933,0.610643
0.837963,0.634278
0.860993,0.657914
0.884022,0.681549
0.907052,0.705184
0.930082,0.72882
0.953111,0.752455
0.976141,0.776091
0.999171,0.799726
1.02191,0.823063
1.03769,0.839254
1.03769,0.839254
1.05359,0.84514
1.07949,0.854728
1.11044,0.866183
1.14139,0.877638
1.17234,0.889093
1.20329,0.900548
1.23423,0.912003
1.26518,0.923458
1.29613,0.934913
1.32708,0.946368
1.35803,0.957823
1.38898,0.969277
1.10746,0.720485
1.13841,0.73194
1.15969,0.74051
1.18947,0.753618
