-0.000000,-0.000000,0.045750,0.200000
0.050000,-0.000000,0.044295,0.200000
0.100000,-0.000000,0.043079,0.200000
0.150000,-0.000000,0.042078,0.200000
0.200000,-0.000000,0.041270,0.200000
0.250000,-0.000000,0.040636,0.200000
0.300000,-0.000000,0.040160,0.200000
0.350000,-0.000000,0.039828,0.200000
0.400000,-0.000000,0.039630,0.200000
0.450000,-0.000000,0.039554,0.200000
0.500000,-0.000000,0.039591,0.200000
0.550000,-0.000000,0.039735,0.200000
0.600000,-0.000000,0.039978,0.200000
0.650000,-0.000000,0.040315,0.200000
0.700000,-0.000000,0.040738,0.200000
0.750000,-0.000000,0.041244,0.200000
0.800000,-0.000000,0.041826,0.200000
0.850000,-0.000000,0.042479,0.200000
0.900000,-0.000000,0.043199,0.200000
0.950000,-0.000000,0.043979,0.200000
1.000000,-0.000000,0.044815,0.200000
1.050000,-0.000000,0.045700,0.200000
1.100000,-0.000000,0.046627,0.200000
1.150000,-0.000000,0.047591,0.200000
1.200000,-0.000000,0.048584,0.200000
1.250000,-0.000000,0.049598,0.200000
1.300000,-0.000000,0.050627,0.200000
1.350000,-0.000000,0.051662,0.200000
1.400000,-0.000000,0.052695,0.200000
1.450000,-0.000000,0.053718,0.200000
1.500000,-0.000000,0.054724,0.200000
1.550000,-0.000000,0.055703,0.200000
1.600000,-0.000000,0.056649,0.200000
1.650000,-0.000000,0.057554,0.200000
1.700000,-0.000000,0.058411,0.200000
1.750000,-0.000000,0.059215,0.200000
1.800000,-0.000000,0.059961,0.200000
1.850000,-0.000000,0.060644,0.200000
1.900000,-0.000000,0.061261,0.200000
1.950000,-0.000000,0.061810,0.200000
2.000000,-0.000000,0.062289,0.200000
2.050000,-0.000000,0.062698,0.200000
2.100000,-0.000000,0.063038,0.200000
2.150000,-0.000000,0.063311,0.200000
2.200000,-0.000000,0.063519,0.200000
2.250000,-0.000000,0.063666,0.200000
2.300000,-0.000000,0.063756,0.200000
2.350000,-0.000000,0.063793,0.200000
2.400000,-0.000000,0.063784,0.200000
2.450000,-0.000000,0.063732,0.200000
2.500000,-0.000000,0.063643,0.200000
2.550000,-0.000000,0.063524,0.200000
2.600000,-0.000000,0.063379,0.200000
2.650000,-0.000000,0.063213,0.200000
2.700000,-0.000000,0.063031,0.200000
2.750000,-0.000000,0.062837,0.200000
2.800000,-0.000000,0.062634,0.200000
2.850000,-0.000000,0.062426,0.200000
2.900000,-0.000000,0.062215,0.200000
2.950000,-0.000000,0.062001,0.200000
3.000000,-0.000000,0.061786,0.200000
3.050000,-0.000000,0.061569,0.200000
3.100000,-0.000000,0.061350,0.200000
3.150000,-0.000000,0.061125,0.200000
3.200000,-0.000000,0.060894,0.200000
3.250000,-0.000000,0.060651,0.200000
3.300000,-0.000000,0.060394,0.200000
3.350000,-0.000000,0.060118,0.200000
3.400000,-0.000000,0.059817,0.200000
3.450000,-0.000000,0.059487,0.200000
3.500000,-0.000000,0.059123,0.200000
3.550000,-0.000000,0.058718,0.200000
3.600000,-0.000000,0.058267,0.200000
3.650000,-0.000000,0.057767,0.200000
3.700000,-0.000000,0.057212,0.200000
3.750000,-0.000000,0.056598,0.200000
3.800000,-0.000000,0.055924,0.200000
3.850000,-0.000000,0.055187,0.200000
3.900000,-0.000000,0.054388,0.200000
3.950000,-0.000000,0.053526,0.200000
4.000000,-0.000000,0.052604,0.200000
4.050000,-0.000000,0.051627,0.200000
4.100000,-0.000000,0.050598,0.200000
4.150000,-0.000000,0.049525,0.200000
4.200000,-0.000000,0.048415,0.200000
4.250000,-0.000000,0.047278,0.200000
4.300000,-0.000000,0.046122,0.200000
4.350000,-0.000000,0.044959,0.200000
4.400000,-0.000000,0.043801,0.200000
4.450000,-0.000000,0.042659,0.200000
4.500000,-0.000000,0.041545,0.200000
4.550000,-0.000000,0.040472,0.200000
4.600000,-0.000000,0.039453,0.200000
4.650000,-0.000000,0.038499,0.200000
4.700000,-0.000000,0.037624,0.200000
4.750000,-0.000000,0.036839,0.200000
4.800000,-0.000000,0.036157,0.200000
