
0,0
0.005,0.00353698
0.02,0.0141479
0.044532,0.0315018
0.0714728,0.0505595
0.0984135,0.0696173
0.125354,0.088675
0.152295,0.107733
0.179236,0.126791
0.206176,0.145848
0.233117,0.164906
0.260058,0.183964
0.286998,0.203022
0.015,0.0106109
0.039532,0.0279648
0.0691193,0.0478323
0.0959963,0.0636575
0.122831,0.0773277
0.149623,0.088843
0.176372,0.0982032
0.203079,0.105408
0.229743,0.110459
0.256365,0.113354
0.282945,0.114094
0.309481,0.112679
0.335976,0.109109
0,0
0.0301794,0.0130439
0.0615658,0.0266094
0.0929521,0.040175
0.124339,0.0537406
0.155725,0.0673061
0.187111,0.0808717
0.217786,0.0941296
0.240399,0.103903
0.253012,0.109355
0.255625,0.110484
0.248238,0.107291
0.230851,0.0997764
0,0
0.0303516,0.0131183
0.0606433,0.0262108
0.0909351,0.0393032
0.116578,0.0503865
0.132228,0.0571504
0.137877,0.0595923
0.137877,0.0596163
0.137877,0.0596163
0.137877,0.0596163
0.137877,0.0596163
0.137877,0.0596163
0.137877,0.0596163
0,0
0.005,0.00216193
0.02,0.00864772
0.0418927,0.0181138
0.0557441,0.0241029
0.0595954,0.0257682
0.0534468,0.0231096
0.0372981,0.0161272
0.0111864,0.00483684
0.0442223,0.0179718
0.0749464,0.0278087
0.10596,0.0354721
0.137263,0.0409622
0,3.46945e-18
0.0312943,0.0104763
0.0420279,0.0132439
0.0737375,0.0213822
0.105725,0.0279621
0.13799,0.0329836
0.170532,0.0364466
0.203353,0.0383512
0.236338,0.0393289
0.269324,0.0403065
0.302309,0.0412842
0.335295,0.0422619
0.36828,0.0432395
0,0
0.0329855,0.000977653
0.0659711,0.00195531
0.0989566,0.00293296
0.131942,0.00391061
0.164928,0.00488827
0.197913,0.00586592
0.230899,0.00684357
0.263884,0.00782123
0.29687,0.00879888
0.329855,0.00977653
0.362841,0.0107542
0.395826,0.0117318
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.005,0.000239539
0.02,0.000958154
0.045,0.00215585
0.0775171,0.00371366
0.11047,0.00529237
0.143423,0.00687108
0.176376,0.00844979
0.209329,0.0100285
0.242283,0.0116072
0.275236,0.0131859
0.308189,0.0147646
0.341142,0.0163433
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,-8.67362e-19
0,0
0.005,0.000243053
0.02,0.000972211
0.045,0.00218748
0.0775226,0.00376842
0.110484,0.00537067
0.143445,0.00697292
0.176405,0.00857517
0.209366,0.0101774
0.242327,0.0117797
0.275288,0.0133819
0.308249,0.0149842
0.34121,0.0165864
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
0,1.73472e-18
